name,type,species,affiliation,gender,pronouns,hair,skin,homeworld,death,location,eyes,class
Dauntless (Imperial I-class),Star Destroyer,,Galactic Empire,,,,,,,,,
Dawnbringer,Cruiser,,New Republic,,,,,,,,,
DBS-32C,,,Confederacy of Independent Systems,,It/its,,,,,,,Bomber
DBS-404,,,Confederacy of Independent Systems,,It/its,,,,"22 BBY, Geonosis",,,Starfighter
DBY-827 heavy turbolaser turret,Turret,,Galactic Republic,,,,,,,,,
DC-12U beam rifle,Blaster rifle,,Galactic Republic,,,,,,,,,
DC-15A blaster carbine,Blaster carbine,,Galactic Republic,,,,,,,,,
DC-15A blaster rifle,Heavy blaster rifle,,Galactic Republic,,,,,,,,,
DC-17 repeater hand blaster,Heavy blaster pistol,,Galactic Republic,,,,,,,,,
DD-1 hover droid,,,Jedi Order,,,,,,,,,Training droid
DD-13 medical assistant droid,,,Galactic Republic,,,,,,,,,Medical droid
Deep Space Recovery Vessel L-2783,Bulk cruiser,,Alliance to Restore the Republic,,,,,,,,,
Deezee,,,Resistance,,,,,,,,,Astromech droid
Defender sporting blaster pistol,Blaster pistol,,Alliance to Restore the Republic,,,,,,,,,
Defender-5 sporting blaster,Defender sporting blaster pistol,,Resistance,,,,,,,,,
Defender-class cruiser,Cruiser,,New Republic,,,,,,,,,
Defender-class light corvette,Light corvette,,Jedi Order,,,,,,,,,
Defiance,Star Cruiser,,Alliance to Restore the Republic,,,,,,,,,
Defoliator Deployment Tank,Repulsorcraft,,Confederacy of Independent Systems,,,,,,,,,
Delta-7 Aethersprite-class light interceptor,Starfighter,,Jedi Order,,,,,,,,,
Delta-7B Aethersprite-class light interceptor,Starfighter,,Jedi Order,,,,,,,,,
Delta-class T-3c shuttle,Shuttle,,Galactic Empire,,,,,,,,,
Delta-series fighter,Interceptor,,Jedi Order,,,,,,,,,
Delta-T-3,Freighter,,Zygerrian Slave Empire,,,,,,,,,
DEMP gun,Ion blaster,,Galactic Empire,,,,,,,,,
Derriphan,Star Destroyer,,Sith Eternal,,,,,,,,,
Destroyer-I ion engine,Ion engine,,Galactic Empire,,,,,,,,,
Destructive electromagnetic pulse ion carbine,DEMP gun,,Galactic Empire,,,,,,,,,
Devastator,Star Destroyer,,Galactic Empire,,,,,,,,,
DF.9 anti-infantry battery,Anti-infantry battery,,Galactic Republic,,,,,,,,,
DFS-081,,,Confederacy of Independent Systems,,It/its,,,,,,,
DG-1B catering droid,,,Galactic Republic,Masculine programming,,,,,,,,Cooking droid
DG-29 heavy blaster pistol,Heavy blaster pistol,,Crimson Dawn,,,,,,,,,
DH-17 blaster pistol,Blaster pistol,,Galactic Empire,,,,,,,,,
DH-17 blaster rifle,Blaster rifle,,Cloud-Riders,,,,,,,,,
DH-17c short carbine,Blaster carbine,,Alliance to Restore the Republic,,,,,,,,,
DH107,Comlink,,Galactic Empire,,,,,,,,,
DH77 headcomm,Comlink,,Galactic Empire,,,,,,,,,
Diagnostech life support unit,Life support,,Alliance to Restore the Republic,,,,,,,,,
Diamond-class cruiser,Cruiser,,Commerce Guild,,,,,,,,,
Din Djarin's armor,Mandalorian armor,,Mandalorians,,,,,,,,,
DL-18 blaster pistol,Blaster pistol,,Stinger Mantis crew,,,,,,,,,
DL-21 blaster pistol,Blaster pistol,,Alliance to Restore the Republic,,,,,,,,,
DL-44 heavy blaster pistol,Heavy blaster pistol,,Confederacy of Independent Systems,,,,,,,,,
DLS-12 heavy blaster carbine,Blaster carbine,,Galactic Republic,,,,,,,,,
DLT-18 laser rifle,Heavy blaster rifle,,Krayt's Claw,,,,,,,,,
DLT-19 heavy blaster rifle,Heavy blaster rifle,,Galactic Empire,,,,,,,,,
DLT-19D heavy blaster rifle,Heavy blaster rifle,,Galactic Empire,,,,,,,,,
DLT-20A blaster rifle,Blaster rifle,,Galactic Empire,,,,,,,,,
Doctor Ball,,,Galactic Empire,,,,,,,,,Interrogator droid
Dooku Boot,Gunship,,Galactic Republic,,,,,,,,,
Dooku's Providence-class carrier/destroyer,Providence-class Dreadnought,,Confederacy of Independent Systems,,,,,,,,,
DP20 gunship,Frigate,,Galactic Republic,,,,,,,,,
Dread Omen,Star Destroyer,,Galactic Empire,,,,,,,,,
Dreadnought-class heavy cruiser,Heavy cruiser,,Galactic Republic,,,,,,,,,
Dreed's Star Destroyer,Star Destroyer,,Galactic Empire,,,,,,,,,
Drip,,,,,He/him,,,,,,,Repair droid
Droid tri-fighter,Aerospace superiority starfighter,,Confederacy of Independent Systems,,,,,,,,,
Droideka,,,Xrexus Cartel,,,,,Colla IV,,,,Battle droid
Droideka Sharpshooter,,,Trade Federation,,,,,,,,,Battle droid
Droplet-class airspeeder,Airspeeder,,Jamie Brasson's crime syndicate,,,,,,,,,
DS-1 Orbital Battle Station,Space battle station,,Confederacy of Independent Systems,,,,,,,,,
DS-2 Death Star II Mobile Battle Station,Space battle station,,Sith,,,,,,,,,
DSD1 dwarf spider droid,,,Commerce Guild,Masculine programming,,,,,,,,Battle droid
DSS-02 shield generator,Deflector shield generator,,Galactic Empire,,,,,,,,,
DT-15 blaster pistol,Blaster pistol,,Alliance to Restore the Republic,,,,,,,,,
DT-series sentry droid,,,Ruling Council,,,,,,,,,Assassin droid
DTE-CSA-17 Calaboose prison ship,Prison ship,,Galactic Republic,,,,,,,,,
DTS-series Dismantler Droid,,,Galactic Empire,,,,,,,,,Demolition droid
Dual Hemisphere-Omni Support Vessel,Heavy transport,,Confederacy of Independent Systems,,,,,,,,,
DUM-22,,,,,It/its,,,,,,,Repair droid
DUM-4,,,Ody Mandrell,,,,,,,,,Repair droid
DUM-series pit droid,,,Galactic Republic,,,,,,,,,Repair droid
DW-3 concussion grenade launcher,Grenade launcher,,Galactic Empire,,,,,,,,,
Dwarf probe droid,,,Galactic Empire,,,,,,,,,Probe droid
DX-90 electroprod,Electrical weapon,,First Order,,,,,,,,,
Dyne 577 radial atomizer engine,Sublight engine,,Galactic Republic,,,,,,,,,
E-10 blaster rifle,Blaster rifle,,Galactic Empire,,,,,,,,,
E-10R blaster rifle,Blaster rifle,,Galactic Empire,,,,,,,,,
E-11 medium blaster rifle,Stormtrooper blaster rifle,,Galactic Empire,,,,,,,,,
E-11D blaster carbine,Blaster carbine,,Galactic Empire,,,,,,,,,
E-11s sniper rifle,Sniper rifle,,Galactic Empire,,,,,,,,,
E-22 reciprocating double-barreled blaster rifle,Blaster rifle,,Galactic Empire,,,,,,,,,
E-3PO (Bespin),,,Galactic Empire,,He/him,,,,,,,Protocol droid
E-5 blaster rifle,Blaster rifle,,Trade Federation,,,,,,,,,
E-851 blaster pistol,Blaster pistol,,Spice Runners of Kijimi,,,,,,,,,
E-HOB heavy repeating laser cannon,Heavy repeating blaster,,Gideon's Imperial remnant,,,,,,,,,
E-Web heavy repeating blaster cannon,Heavy repeating blaster,,Galactic Republic,,,,,,,,,
E-wing starfighter,Starfighter,,New Republic,,,,,,,,,
E-XD-series infiltrator droid,,,Galactic Empire,,,,,,,,,Recon droid
E3-standard starship lifeboat,Escape pod,,Yoda,,,,,,,,,
E522 assassin droid,,,Confederacy of Independent Systems (intended),,,,,,,,,Assassin droid
EasyRide passenger airspeeder,Repulsorcraft,,Coruscant,,,,,,,,,
EB-3,,,Taborr's gang,,He/him,,,,,,,Pilot-engineer droid
EC-17 hold-out blaster,Hold-out blaster,,Galactic Republic,,,,,,,,,
Eclipse (Executor-class),Star Dreadnought,,Galactic Empire,,,,,,,,,
Edgehawk (starship),Transport,,T'onga's crew,,,,,,,,,
EE-3 carbine rifle,Blaster carbine,,Galactic Empire,,,,,,,,,
EE-730,Transport,,Alliance to Restore the Republic,,,,,,,,,
EE-Sevenwhy,,,Galactic Empire,,,,,,,,,Protocol droid
EF76 Nebulon-B escort frigate,Frigate,,Galactic Empire,,,,,,,,,
EG-01,,,Droid Depot,,,,,,,,,Power droid
EG-127,,,Alliance to Restore the Republic,,,,,,,,,Power droid
EG-30,,,Resistance,Masculine programming,,,,,,,,Power droid
EG-57,,,Resistance,,,,,,,,,Power droid
EG-58,,,Resistance,,,,,,,,,Power droid
EGL-21,,,,,He/him,,,,,,,Power droid
EL-16 blaster rifle,Blaster rifle,,Resistance,,,,,,,,,
EL-16HFE blaster rifle,Blaster rifle,,New Republic,,,,,,,,,
Electrostaff,Melee weapon,,Confederacy of Independent Systems,,,,,,,,,
ELG-3A blaster pistol,Diplomatic,,Royal Naboo Security Forces,,,,,,,,,
Elite AT-TE,Walker,,Alliance to Restore the Republic,,,,,,,,,
Elrik Vonreg's RK-3 blaster,Blaster pistol,,First Order,,,,,,,,,
Emperor's personal shuttle,Shuttle,,Galactic Empire,,,,,,,,,
Endee,,,Ferren Barr's disciples,,,,,,"18 BBY, Mon Cala",,,Astromech droid
Enduring Pride,Listener ship,,Galactic Empire,,,,,,,,,
EnhanceScan general purpose scanner,Sensor,,Alliance to Restore the Republic,,,,,,,,,
Enigma Catalyst,Light freighter,,Khel Tanna's crew,,,,,,,,,
EOD-Mk II explosives disposal armor,Explosives disposal suit,,Engineers,,,,,,,,,
EP-750X EMP missile launcher,Missile launcher,,Galactic Republic,,,,,,,,,
EP-N5 fastener,Panel join,,Galactic Empire,,,,,,,,,
Eravana,Bulk freighter,,Han Solo's shipping company,,,,,,,,,
Eta-2 Actis-class light interceptor,Starfighter,,Jedi Order,,,,,,,,,
Eta-class shuttle,Shuttle,,Galactic Republic,,,,,,,,,
Eta-class supply barge,Supply ship,,Galactic Empire,,,,,,,,,
EV-6B6,,,Pyke Syndicate,,She/her,,,,"19 ABY,",,,
EV-9D9,,,Hutt Clan,Feminine programming,She/her,,,Tatooine,,,,"Supervisor droid,"
EV-A4-D,,,Confederacy of Independent Systems,Masculine programming,,,,,"21 BBY,",,,Medical droid
EV-series medical droid,,,Confederacy of Independent Systems,,,,,,,,,Medical droid
EV-series supervisor droid,,,Galactic Empire,,,,,,,,,Supervisor droid
Evac One,Cruiser,,Galactic Empire,,,,,,,,,
Eviscerator,Star Destroyer,,Galactic Empire,,,,,,,,,
EXD-9,,,Galactic Empire,Masculine programming,,,,,2 BBY,,,Recon droid
Executor,Star Dreadnought,,Galactic Empire,,,,,,,,,
Executor-50.x engine,Engine,,Galactic Empire,,,,,,,,,
Executor-class Star Dreadnought,Star Dreadnought-classed,,Galactic Empire,,,,,,,,,
Executrix,Star Destroyer,,Galactic Empire,,,,,,,,,
Experimental flight computer (TIE/ba Baron Space Superiority Interceptor),Flight computer,,First Order,,,,,,,,,
Eye of Sion,Imperial I-class Star Destroyer,,Thrawn's forces,,,,,,,,,
Ezra's heavy blaster pistol,Heavy blaster pistol,,Alliance to Restore the Republic,,,,,,,,,
F-11D blaster rifle,Blaster rifle,,First Order,,,,,,,,,
F-143 emergency speeder,Speeder,,Galactic Republic,,,,,,,,,
F-78 blaster rifle,Blaster rifle,,Mimbanese Liberation Army,,,,,,,,,
F-Z0 antipersonnel blaster cannon,Blaster cannon,,First Order,,,,,,,,,
FA-4 pilot droid,,,Confederacy of Independent Systems,,,,,,,,,Pilot droid
Fang-class Protectorate fighter,Starfighter,,Mandalorian Protectors,,,,,,,,,
Farmer droid,,,A human tribe,,,,,,,,,Labor droid
FC-20 speeder bike,Speeder bike,,Sith (Bloodfin),,,,,,,,,
Felucia Medical Station HCTFF2,Space station,,Galactic Republic,,,,,,,,,
Field Secured Container Vessel,Tanker tug,,Galactic Empire,,,,,,,,,
Finalizer,Star Destroyer,,First Order,,,,,,,,,
Firefighter battle droid,,,Trade Federation,Masculine programming,,,,,,,,
Firespray-31-class patrol and attack craft,Pursuit vessel,,Confederacy of Independent Systems,,,,,,,,,
FireStar II-class Orbital Defense Platform,Battle station,,Galactic Republic,,,,,,,,,
First Light,Yacht,,Crimson Dawn,,,,,,,,,
First Order All Terrain Armored Transport,Combat walker,,First Order,,,,,,,,,
First Order All Terrain Scout Transport,Walker,,First Order,,,,,,,,,
First Order Light Cruiser,Light cruiser,,First Order,,,,,,,,,
First Order sentry droid,,,First Order,,,,,,,,,Sentry droid
First Order stormtrooper armor,Military body armor,,First Order,,,,,,,,,
TIE/rb heavy starfighter,Starfighter,,Galactic Empire,,,,,,,,,
First Order transit data-medallion,Data-medallion,,First Order,,,,,,,,,
Flarestar-class attack shuttle,Shuttle,,Ohnaka Gang,,,,,,,,,
Flash Raktor,,,,,He/him,,,,,,,Protocol droid
Flash speeder,Lightweight repulsorlift vehicle,,Royal Naboo Security Forces,,,,,,,,,
Flensor,Light cruiser,,Galactic Empire,,,,,,,,,
Flex Tube proton torpedo launcher,Proton torpedo launcher,,Galactic Republic,,,,,,,,,
Flex-5 Detonite Tape,Detonite charge,,Alliance to Restore the Republic,,,,,,,,,
Flexpoly bacta suit,Emergency suit,,Resistance,,,,,,,,,
Flitknot Speeder Bike,Speeder bike,,Confederacy of Independent Systems,,,,,,,,,
FMR-385 cargo speeder,Repulsorcraft,,Galactic Empire,,,,,,,,,
Forager,Thorilide collector,,Galactic Empire,,,,,,,,,
Force pike,Melee weapon,,Galactic Republic,,,,,,,,,
Foremost,Star Destroyer,,Galactic Empire,,,,,,,,,
Formidable,Star Destroyer,,Galactic Empire,,,,,,,,,
Fortitude (transport),Transport,,Resistance,,,,,,,,,
Fortune and Glory,Yacht,,Ohnaka Gang,,,,,,,,,
Freck's truck,Repulsorcraft,,Galactic Empire,,,,,,,,,
Free Virgillia-class Bunkerbuster,Corvette,,Virgillian Free Alignment,,,,,,,,,
Freedom One,Blaster,,Galactic Empire,,,,,,,,,
Freedom's Dawn,Star Cruiser,,New Republic,,,,,,,,,
Freedom's Run,Star Cruiser,,Alliance to Restore the Republic,,,,,,,,,
Freerunner,Repulsorcraft,,Alliance to Restore the Republic,,,,,,,,,
Fulminatrix,Star Dreadnought,,First Order,,,,,,,,,
Fusial thrust engine,Engine,,Alliance to Restore the Republic,,,,,,,,,
FWMB-10 repeating blaster,Repeating blaster,,First Order,,,,,,,,,
FWMB-10B repeating blaster,Repeating blaster,,Sith Eternal,,,,,,,,,
FWMB-10K,Heavy blaster,,First Order,,,,,,,,,
FX-7,,,Alliance to Restore the Republic,,,,,,,,,Medical assistant droid
FX-7 medical assistant droid,,,Galactic Republic,,,,,,,,,Medical droid
FX-9 surgical assistant,,,Galactic Empire,,,,,,,,,Medical droid
FX-series medical assistant droid,,,Galactic Empire,,,,,,,,,Medical droid
G-90,,,Assassin's Guild,,He/him,,,,"3 ABY,",,,Assassin droid
G-LN,,,Office of Acquisitions,Masculine programming,He/him,,,,,,,Repair droid
G125 projectile launcher,Projectile launcher,,First Order,,,,,,,,,
G2-1B7,,,Partisans,,,,,,"1 BBY, Jedha",,,Medical droid
G21,,,Confederacy of Independent Systems,Masculine programming,,,,,,,,Battle droid
G30 racing starfighter,Racing starfighter,,Ace Squadron,,,,,,,,,
G4-S8,,,Droid Depot,,,,,,,,,Astromech droid
G7-x gravity well projector,Gravity well projector,,Galactic Empire,,,,,,,,,
G9 Rigger-class light freighter,Freighter,,Ziro the Hutt's criminal organization,,,,,,,,,
GA-97,,,Resistance,,,,,,,,,Servant droid
GA-series servant droid,,,Resistance,,,,,,,,,Servant droid
GALAAR-15 blaster carbine,Blaster carbine,,Death Watch,,,,,,,,,
Gambol,Freighter,,Preigo's Traveling World of Wonder,,,,,,,,,
Garazeb Orrelios' AB-75 bo-rifle,Blaster rifle,,Lasan High Honor Guard,,,,,,,,,
Gaze Electric,Star Cruiser,,Path of the Open Hand,,,,,,,,,
Gemon-15 sublight ion drive,Sublight ion drive,,Alliance to Restore the Republic,,,,,,,,,
Gemon-4 ion engine,Ion engine,,Galactic Empire,,,,,,,,,
General Grievous' TSMEU-6 Wheel Bike,Personal wheel bike,,Confederacy of Independent Systems,,,,,,,,,
Geonosian sonic blaster,Sonic blaster,,Confederacy of Independent Systems,,,,,,,,,
GH-7 series medical assistance droid,,,Polis Massa Base,,,,,,,,,Medical droid
Ghost,Light freighter,,Phoenix Cell,,,,,,,,,
Gi/9 antipersonnel laser cannon,Laser cannon,,Jabba's criminal empire,,,,,,,,,
Gian heavy patrol speeder,Heavy patrol speeder,,Royal House of Naboo,,,,,,,,,
Gideon's light cruiser,Arquitens-class command cruiser,,Gideon's Imperial remnant,,,,,,,,,
Gideon's Outland TIE fighter,Starfighter,,Gideon's Imperial remnant,,,,,,,,,
Ginivex-class fanblade starfighter,Starfighter,,Confederacy of Independent Systems,,,,,,,,,
Gladiator-class Star Destroyer,Escort frigate-classed Star Destroyer,,Galactic Empire,,,,,,,,,
Glie-44 blaster pistol,Blaster pistol,,Resistance,,,,,,,,,
GNK-series power droid,,,Galactic Republic,,,,,,,,,Power droid
GO-4 laser cannon,Laser cannon,,Resistance,,,,,,,,,
Golan I Space Defense Platform,Space station,,Galactic Republic,,,,,,,,,
Golan III defense platform,Space station,,Galactic Empire,,,,,,,,,
Golan M3185 space station,Space station,,Galactic Empire,,,,,,,,,
Golan-II Defense Platform,Space station,,Galactic Empire,,,,,,,,,
Gold One,Assault starfighter/bomber,,Alliance to Restore the Republic,,,,,,,,,
Gonky (Clone Force 99),,,Galactic Republic,Masculine programming,,,,,,,,Power droid
Gonky (Uprising),,,Alliance to Restore the Republic,Feminine programming,,,,,,,,Power droid
Gozanti-class Assault Carrier,Transport,,Galactic Empire,,,,,,,,,
Gozanti-class cruiser,Light cruiser,,Black Sun,,,,,,,,,
GR-75 A,Transport,,New Republic,,,,,,,,,
GR-75 B,Transport,,New Republic,,,,,,,,,
GR-75 C,Transport,,New Republic,,,,,,,,,
GR-75 medium transport,Medium transport,,Batonn insurgents,,,,,,,,,
GR-series,Freighter,,Batonn insurgents,,,,,,,,,
Green Ace,Racing starfighter,,Ace Squadron,,,,,,,,,
Grey and Styles' Gozanti-class cruiser,Cruiser,,Galactic Empire,,,,,,,,,
Grievous's Providence-class Dreadnought (Campaign against the Shadow Collective),Dreadnought,,Confederacy of Independent Systems,,,,,,,,,
Grim Reaper,Gunship,,Galactic Republic,,,,,,,,,
Grysk starfighter,Starfighter,,Jixtus's fleet,,,,,,,,,
GU-series Guardian police droid,,,Galactic Republic,Masculine programming,,,,Coruscant,,,,
Gungan battle wagon,Wheeled land-based vehicle,,Gungan Grand Army,,,,,,,,,
Gungan personal energy shield,Personal energy shield,,Gungan Grand Army,,,,,,,,,
GX1 short hauler,Shuttle,,Galactic Republic,,,,,,,,,
H-60 Tempest bomber,Starfighter,,Galactic Republic (Rejected),,,,,,,,,
H-eight,Starship weaponry,,Galactic Empire,,,,,,,,,
H-s9.3 twin laser cannon,Laser cannon,,Galactic Empire,,,,,,,,,
H-type Nubian yacht,Yacht,,Royal House of Naboo,,,,,,,,,
Halberd-441,Swoop bike,,Cloud-Riders,,,,,,,,,
Halcyon,Purrgil-class Star Cruiser,,Chandrila Star Line,,,,,,,,,
Halo,Gunship,,Norra Wexley's team,,,,,,,,,
Han's heavy blaster pistol,Heavy blaster pistol,,Crimson Dawn,,,,,,,,,
Harbor-class Mobile Space Dock,Drydock,,Galactic Empire,,,,,,,,,
Hardcell-class interstellar transport,Transport,,Techno Union,,,,,,,,,
Haven-class medical station,Space station,,Galactic Republic,,,,,,,,,
HAVr A9 Floating Fortress,Armored transport,,Galactic Empire,,,,,,,,,
HAVw A6 Juggernaut,Tank,,Galactic Republic,,,,,,,,,
Haxxon Trajanix,,,,,He/him,,,,,,,Battle droid
HB-9 blaster rifle,Blaster rifle,,Utapau,,,,,,,,,
HCT-2001 Dragonboat-class Reugeot 905 freighter,Bulk freighter,,Garnac's hunting guild,,,,,,,,,
HCVw A9 turbo tank,Tank,,Galactic Empire,,,,,,,,,
HCVw A9.2 juggernaut transport,Ground assault vehicle,,Galactic Empire,,,,,,,,,
HELIOS-3D,,,Ziro the Hutt's criminal organization,Masculine programming,He/him,,,,,,,Assassin droid
HELIOS-3E,,,Cad Bane's group,Masculine programming,,,,,,,,Assassin droid
Hellhound Two,Combat walker,,Galactic Empire,,,,,,,,,
Hellion's Dare,Frigate,,New Republic,,,,,,,,,
Hera's A-wing,Starfighter,,Phoenix Cell,,,,,,,,,
Hera's blaster,Hold-out blaster,,Spectres,,,,,,,,,
Herald,Star Destroyer,,Galactic Empire,,,,,,,,,
Hevurion Grace,Luxury yacht,,New Republic,,,,,,,,,
HFY-3920 shuttle ferry,Repulsorcraft,,Ferrix Entry Ferry Service,,,,,,,,,
HH-87 Starhopper,Starfighter,,Hutt Clan,,,,,,,,,
High-Altitude Entry Transport-221,Dropship,,Galactic Republic,,,,,,,,,
HK-87 assassin droid,,,Galactic Empire,,,,,,,,,Assassin droid
HM-5 Concussion missile launcher,Concussion missile launcher,,Alliance to Restore the Republic,,,,,,,,,
HM-6 Concussion Missile Launcher,Concussion missile launcher,,Alliance to Restore the Republic,,,,,,,,,
HMP droid gunship,Droid lander,,Confederacy of Independent Systems,,,,,,,,,
Holdo's blaster,Blaster pistol,,Resistance,,,,,,,,,
Home One,Star Cruiser,,Alliance to Restore the Republic,,,,,,,,,
HS-19 cargo loading transport skimmer,Cargo loading skimmer,,Civilian,,,,,,,,,
Hush-98 comlink,Handheld comlink,,Galactic Republic,,,,,,,,,
HWK-290 light freighter,HWK-290,,Alliance to Restore the Republic,,,,,,,,,
Hyperspace Security Net,Security system,,Galactic Empire,,,,,,,,,
I Come In Peace,Gunship,,Galactic Republic,,,,,,,,,
I-C4a combat construction droid,,,Galactic Empire,,,,,,,,,Construction droid
IB-94 blaster,Blaster pistol,,Mandalorians,,,,,,,,,
ICM-092792,Space station,,Galactic Empire,,,,,,,,,
ID9 seeker droid,,,Galactic Empire,,,,,,,,,Seeker
Idel's Star Destroyer,Star Destroyer,,Galactic Empire,,,,,,,,,
Iden Versio's T-65B X-wing starfighter,Starfighter,,New Republic,,,,,,,,,
TIE/ln space superiority starfighter,Starfighter,,Galactic Empire,,,,,,,,,
IE-440 Nighthawk multi-role starfighter,Starfighter,,Galactic Republic,,,,,,,,,
IG lancer droid,,,InterGalactic Banking Clan,,,,,,,,,Battle droid
IG-100 MagnaGuard,,,Confederacy of Independent Systems,Masculine programming,,,,,,,,Battle droid
IG-101,,,Confederacy of Independent Systems,,,,,,"19 BBY,",,,Battle droid
IG-102,,,Confederacy of Independent Systems,,,,,,"19 BBY,",,,Battle droid
IG-11,,,Bounty Hunters' Guild,,He/him,,,,"9 ABY,",,,Assassin droid
IG-12,Mech,,Mandalorians,,,,,,,,,
IG-227 Hailfire-class droid tank,,,InterGalactic Banking Clan,,,,,,,,,Droid tank
IG-70,,,Twin Horns Storage,Masculine programming,,,,,"C. 18 BBY, Lothal",,,Assassin droid
IG-86 sentinel droid,,,InterGalactic Banking Clan,,,,,,,,,Assassin droid
IG-88B,,,Bounty Hunters' Guild,,He/him,,,,"c. 2 BBY,",,,Assassin droid
IG-90,,,,Masculine programming,,,,,,,,Assassin droid
IG-RM bodyguard and enforcer droid,,,Broken Horn Syndicate,,,,,,,,,Security droid
IG-series,,,Holowan LaboratoriesInterGalactic Banking Clan,,,,,,,,,Assassin droid
IGV-55 surveillance vessel,Jamming ship,,Galactic Empire,,,,,,,,,
IM-6 Battlefield Medical Droid,,,Galactic Republic,,,,,,,,,Medical droid
Imagecaster,Personal holoprojector,,Jedi Order,,,,,,,,,
Immobilizer 418 cruiser,Cruiser,,Galactic Empire,,,,,,,,,
