,from,where,text,movie_num,text_processed,trilogy,name,species,affiliation,gender,pronouns,hair,skin,homeworld,death,height,eyes,class,mass,apprentices,birth,families,parents,matched_name,community
71,anakin,INT. MOS ESPA - ARENA - MAIN HANGER - DAY,Well not exactly,1,well not exactly,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
72,anakin,INT. MOS ESPA - ARENA - MAIN HANGER - DAY,"but Kitster's right, I will this time.",1,but kitsters right i will this time,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
73,anakin,EXT. MOS ESPA - ARENA - STARTING GRID - DAY,"I will, Mom. I promise.",1,i will mom i promise,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
74,anakin,EXT. MOS ESPA - ARENA - STARTING GRID - DAY,"Cha skrundee da pat, sleemo.",1,cha skrundee da pat sleemo,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
75,anakin,EXT. MOS ESPA - ARENA - STARTING GRID - DAY,Yes.,1,yes,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
76,anakin,EXT. MOS ESPA - ARENA - STARTING GRID - DAY,Okay.,1,okay,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
77,anakin,EXT. MOS ESPA - ARENA - PIT AREA - DAY,"Mom, I did it! Yay!",1,mom i did it yay,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
78,anakin,INT. MOS ESPA - ARENA - MAIN HANGER - DAY,"Ah, gee enough of this",1,ah gee enough of this,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
79,anakin,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,Yes!,1,yes,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
80,anakin,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,"Mom, we sold the pod! Look at all the money we have!",1,mom we sold the pod look at all the money we have,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
81,anakin,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,What?!?,1,what,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
82,anakin,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,"Did you hear that, Mom?",1,did you hear that mom,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
83,anakin,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,"A Jedi! Mighty blasters, you mean I get to go with you in your starship and everything?!",1,a jedi mighty blasters you mean i get to go with you in your starship and everything,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
84,anakin,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,But it's what I want. What I've always dreamed about.,1,but its what i want what ive always dreamed about,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
85,anakin,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,"Can I go, Mom?!",1,can i go mom,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
86,anakin,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,I want to go.,1,i want to go,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
87,anakin,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,Yipee!,1,yipee,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
88,anakin,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,"What about Mom? Is she free too? You're coming, aren't you, Mom",1,what about mom is she free too youre coming arent you mom,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
89,anakin,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,"You're coming with us, aren't you, Mom?",1,youre coming with us arent you mom,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
90,anakin,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,I want to stay with you. I don't want things to change.,1,i want to stay with you i dont want things to change,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
91,anakin,INT. ANAKIN'S HOVEL - SECOND ROOM - DAY,"Well, Threepio, I'm free and I'm going away in a starship",1,well threepio im free and im going away in a starship,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
92,anakin,INT. ANAKIN'S HOVEL - SECOND ROOM - DAY,"I'm sorry I wasn't able to finish you, Threepio give you coverings and all I'm going to miss working on you. You've been a great pal. I'll make sure Mom doesn't sell you or anything.",1,im sorry i wasnt able to finish you threepio give you coverings and all im going to miss working on you youve been a great pal ill make sure mom doesnt sell you or anything,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
93,anakin,INT. ANAKIN'S HOVEL - SECOND ROOM - DAY,Bye.,1,bye,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
94,anakin,EXT. MOS ESPA - STREET - SLAVE QUARTERS - DAY,"I can't do it, Mom. I just can't.",1,i cant do it mom i just cant,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
95,anakin,EXT. MOS ESPA - STREET - SLAVE QUARTERS - DAY,Will I ever see you again?,1,will i ever see you again,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
96,anakin,EXT. MOS ESPA - STREET - SLAVE QUARTERS - DAY,I hope so yes I guess.,1,i hope so yes i guess,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
97,anakin,EXT. MOS ESPA - STREET - SLAVE QUARTERS - DAY,"I will become a Jedi and I will come back and free you, Mom I promise.",1,i will become a jedi and i will come back and free you mom i promise,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
98,anakin,EXT. TATOOINE - DESERT - NABOO SPACECRAFT - DAY,"Master Qui-Gon,sir, wait!",1,master quigonsir wait,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
99,anakin,INT. NABOO SPACECRAFT - HALLWAY,Are you all right?,1,are you all right,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
100,anakin,INT. NABOO SPACECRAFT - HALLWAY,What are we gonna do about it?,1,what are we gonna do about it,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
101,anakin,INT. NABOO SPACECRAFT - HALLWAY,Pleased to meet you. Wow! You're a Jedi too? Pleased to meet you.,1,pleased to meet you wow youre a jedi too pleased to meet you,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
102,anakin,INT. NABOO PALACE - THRONE ROOM - THEED - NIGHT,It's very cold.,1,its very cold,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
103,anakin,INT. NABOO PALACE - THRONE ROOM - THEED - NIGHT,You seem sad.,1,you seem sad,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
104,anakin,INT. NABOO PALACE - THRONE ROOM - THEED - NIGHT,I'm I'm not sure what's going to happen to me. I dunno if I'll ever see you again. I made this for you. Sou you'd remember me. I carved it out of a japor snippet It will bring you good fortune.,1,im im not sure whats going to happen to me i dunno if ill ever see you again i made this for you sou youd remember me i carved it out of a japor snippet it will bring you good fortune,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
105,anakin,INT. NABOO PALACE - THRONE ROOM - THEED - NIGHT,I care for you too. Only I miss,1,i care for you too only i miss,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
106,anakin,INT. QUEENS QUARTERS - CORUSCANT - DAY,"I'm going to the Jedi temple to start my training, I hope. I may not see her again and I just wanted to say goodbye.",1,im going to the jedi temple to start my training i hope i may not see her again and i just wanted to say goodbye,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
107,anakin,INT. QUEENS QUARTERS - CORUSCANT - DAY,"Thank you, Your Highness. I'm sorry to have disturbed you.",1,thank you your highness im sorry to have disturbed you,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
108,anakin,INT. PALACE OF THE JEDI - COUNCIL CHAMBERS - SUNSET,A ship a cup a speeder.,1,a ship a cup a speeder,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
109,anakin,INT. PALACE OF THE JEDI - COUNCIL CHAMBERS - SUNSET,"Cold, sir.",1,cold sir,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
110,anakin,INT. PALACE OF THE JEDI - COUNCIL CHAMBERS - SUNSET,"No, sir.",1,no sir,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
111,anakin,INT. PALACE OF THE JEDI - COUNCIL CHAMBERS - SUNSET,I miss her.,1,i miss her,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
112,anakin,INT. PALACE OF THE JEDI - COUNCIL CHAMBERS - SUNSET,What's that got to do with anything?,1,whats that got to do with anything,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
113,anakin,EXT. CORUSCANT - SENATE LANDING PLATFORM - NIGHT,"Master Qui-Gon, sir, I do not wish to be a problem.",1,master quigon sir i do not wish to be a problem,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
114,anakin,EXT. CORUSCANT - SENATE LANDING PLATFORM - NIGHT,"Master, sir I heard Yoda talking about midi-chlorians.I've been wondering. What are midi-chlorians?",1,master sir i heard yoda talking about midichloriansive been wondering what are midichlorians,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
115,anakin,EXT. CORUSCANT - SENATE LANDING PLATFORM - NIGHT,They live inside of me?,1,they live inside of me,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
116,anakin,EXT. CORUSCANT - SENATE LANDING PLATFORM - NIGHT,Symbionts?,1,symbionts,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
117,anakin,EXT. CORUSCANT - SENATE LANDING PLATFORM - NIGHT,I don't understand.,1,i dont understand,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
118,anakin,EXT. CORUSCANT - SENATE LANDING PLATFORM - NIGHT,"Come on, R2.",1,come on r,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
119,anakin,INT. SPACE - NABOO SPACECRAFT COCKPIT,And those control the pitch?,1,and those control the pitch,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
120,anakin,EXT. NABOO EDGE OF SWAMP/ GRASS PLAINS - DAY,All right. They're here!,1,all right theyre here,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
121,anakin,EXT. THEED - CENTRAL PLAZA - DAY,Sure.,1,sure,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
122,anakin,INT. THEED - CENTRAL HANGER - DAY,Hey! Wait for me.,1,hey wait for me,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
123,anakin,INT. THEED - CENTRAL HANGER - DAY,"Hey, wait for me!",1,hey wait for me,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
124,anakin,INT. THEED - CENTRAL HANGER - DAY,"But, I",1,but i,both,anakin skywalker,Human,Jedi Order,Male,He/him,"Blond,","Light,",Tatooine,"4 ABY,","1.35 meters (4 ft, 5 in)","Blue,",,120 kilograms in armor,Ahsoka Tano (Padawan),"41 BBY,",Skywalker family,Shmi Skywalker Lars,anakin,5.0
