name,type,species,affiliation,gender,pronouns,hair,skin,homeworld,death,location,eyes,class
deep space recovery vessel l-2783,Bulk cruiser,,Alliance to Restore the Republic,,,,,,,,,
deezee,,,Resistance,,,,,,,,,Astromech droid
defender sporting blaster pistol,Blaster pistol,,Alliance to Restore the Republic,,,,,,,,,
defender-5 sporting blaster,Defender sporting blaster pistol,,Resistance,,,,,,,,,
defender-class cruiser,Cruiser,,New Republic,,,,,,,,,
defender-class light corvette,Light corvette,,Jedi Order,,,,,,,,,
defiance,Star Cruiser,,Alliance to Restore the Republic,,,,,,,,,
defoliator deployment tank,Repulsorcraft,,Confederacy of Independent Systems,,,,,,,,,
delta-7 aethersprite-class light interceptor,Starfighter,,Jedi Order,,,,,,,,,
delta-7b aethersprite-class light interceptor,Starfighter,,Jedi Order,,,,,,,,,
delta-class t-3c shuttle,Shuttle,,Galactic Empire,,,,,,,,,
delta-series fighter,Interceptor,,Jedi Order,,,,,,,,,
delta-t-3,Freighter,,Zygerrian Slave Empire,,,,,,,,,
demp gun,Ion blaster,,Galactic Empire,,,,,,,,,
derriphan,Star Destroyer,,Sith Eternal,,,,,,,,,
destroyer-i ion engine,Ion engine,,Galactic Empire,,,,,,,,,
destructive electromagnetic pulse ion carbine,DEMP gun,,Galactic Empire,,,,,,,,,
devastator,Star Destroyer,,Galactic Empire,,,,,,,,,
df.9 anti-infantry battery,Anti-infantry battery,,Galactic Republic,,,,,,,,,
dfs-081,,,Confederacy of Independent Systems,,It/its,,,,,,,
dg-1b catering droid,,,Galactic Republic,Masculine programming,,,,,,,,Cooking droid
dg-29 heavy blaster pistol,Heavy blaster pistol,,Crimson Dawn,,,,,,,,,
dh-17 blaster pistol,Blaster pistol,,Galactic Empire,,,,,,,,,
dh-17 blaster rifle,Blaster rifle,,Cloud-Riders,,,,,,,,,
dh-17c short carbine,Blaster carbine,,Alliance to Restore the Republic,,,,,,,,,
dh107,Comlink,,Galactic Empire,,,,,,,,,
dh77 headcomm,Comlink,,Galactic Empire,,,,,,,,,
diagnostech life support unit,Life support,,Alliance to Restore the Republic,,,,,,,,,
diamond-class cruiser,Cruiser,,Commerce Guild,,,,,,,,,
din djarin's armor,Mandalorian armor,,Mandalorians,,,,,,,,,
dl-18 blaster pistol,Blaster pistol,,Stinger Mantis crew,,,,,,,,,
dl-21 blaster pistol,Blaster pistol,,Alliance to Restore the Republic,,,,,,,,,
dl-44 heavy blaster pistol,Heavy blaster pistol,,Confederacy of Independent Systems,,,,,,,,,
dls-12 heavy blaster carbine,Blaster carbine,,Galactic Republic,,,,,,,,,
dlt-18 laser rifle,Heavy blaster rifle,,Krayt's Claw,,,,,,,,,
dlt-19 heavy blaster rifle,Heavy blaster rifle,,Galactic Empire,,,,,,,,,
dlt-19d heavy blaster rifle,Heavy blaster rifle,,Galactic Empire,,,,,,,,,
dlt-20a blaster rifle,Blaster rifle,,Galactic Empire,,,,,,,,,
doctor ball,,,Galactic Empire,,,,,,,,,Interrogator droid
dooku boot,Gunship,,Galactic Republic,,,,,,,,,
dooku's providence-class carrier/destroyer,Providence-class Dreadnought,,Confederacy of Independent Systems,,,,,,,,,
dp20 gunship,Frigate,,Galactic Republic,,,,,,,,,
dread omen,Star Destroyer,,Galactic Empire,,,,,,,,,
dreadnought-class heavy cruiser,Heavy cruiser,,Galactic Republic,,,,,,,,,
dreed's star destroyer,Star Destroyer,,Galactic Empire,,,,,,,,,
drip,,,,,He/him,,,,,,,Repair droid
droid tri-fighter,Aerospace superiority starfighter,,Confederacy of Independent Systems,,,,,,,,,
droideka,,,Xrexus Cartel,,,,,Colla IV,,,,Battle droid
droideka sharpshooter,,,Trade Federation,,,,,,,,,Battle droid
droplet-class airspeeder,Airspeeder,,Jamie Brasson's crime syndicate,,,,,,,,,
ds-1 orbital battle station,Space battle station,,Confederacy of Independent Systems,,,,,,,,,
ds-2 death star ii mobile battle station,Space battle station,,Sith,,,,,,,,,
dsd1 dwarf spider droid,,,Commerce Guild,Masculine programming,,,,,,,,Battle droid
dss-02 shield generator,Deflector shield generator,,Galactic Empire,,,,,,,,,
dt-15 blaster pistol,Blaster pistol,,Alliance to Restore the Republic,,,,,,,,,
dt-series sentry droid,,,Ruling Council,,,,,,,,,Assassin droid
dte-csa-17 calaboose prison ship,Prison ship,,Galactic Republic,,,,,,,,,
dts-series dismantler droid,,,Galactic Empire,,,,,,,,,Demolition droid
dual hemisphere-omni support vessel,Heavy transport,,Confederacy of Independent Systems,,,,,,,,,
dum-22,,,,,It/its,,,,,,,Repair droid
dum-4,,,Ody Mandrell,,,,,,,,,Repair droid
dum-series pit droid,,,Galactic Republic,,,,,,,,,Repair droid
dw-3 concussion grenade launcher,Grenade launcher,,Galactic Empire,,,,,,,,,
dwarf probe droid,,,Galactic Empire,,,,,,,,,Probe droid
dx-90 electroprod,Electrical weapon,,First Order,,,,,,,,,
dyne 577 radial atomizer engine,Sublight engine,,Galactic Republic,,,,,,,,,
e-10 blaster rifle,Blaster rifle,,Galactic Empire,,,,,,,,,
e-10r blaster rifle,Blaster rifle,,Galactic Empire,,,,,,,,,
e-11 medium blaster rifle,Stormtrooper blaster rifle,,Galactic Empire,,,,,,,,,
e-11d blaster carbine,Blaster carbine,,Galactic Empire,,,,,,,,,
e-11s sniper rifle,Sniper rifle,,Galactic Empire,,,,,,,,,
e-22 reciprocating double-barreled blaster rifle,Blaster rifle,,Galactic Empire,,,,,,,,,
e-3po (bespin),,,Galactic Empire,,He/him,,,,,,,Protocol droid
e-5 blaster rifle,Blaster rifle,,Trade Federation,,,,,,,,,
e-851 blaster pistol,Blaster pistol,,Spice Runners of Kijimi,,,,,,,,,
e-hob heavy repeating laser cannon,Heavy repeating blaster,,Gideon's Imperial remnant,,,,,,,,,
e-web heavy repeating blaster cannon,Heavy repeating blaster,,Galactic Republic,,,,,,,,,
e-wing starfighter,Starfighter,,New Republic,,,,,,,,,
e-xd-series infiltrator droid,,,Galactic Empire,,,,,,,,,Recon droid
e3-standard starship lifeboat,Escape pod,,Yoda,,,,,,,,,
e522 assassin droid,,,Confederacy of Independent Systems (intended),,,,,,,,,Assassin droid
easyride passenger airspeeder,Repulsorcraft,,Coruscant,,,,,,,,,
eb-3,,,Taborr's gang,,He/him,,,,,,,Pilot-engineer droid
ec-17 hold-out blaster,Hold-out blaster,,Galactic Republic,,,,,,,,,
eclipse (executor-class),Star Dreadnought,,Galactic Empire,,,,,,,,,
edgehawk (starship),Transport,,T'onga's crew,,,,,,,,,
ee-3 carbine rifle,Blaster carbine,,Galactic Empire,,,,,,,,,
ee-730,Transport,,Alliance to Restore the Republic,,,,,,,,,
ee-sevenwhy,,,Galactic Empire,,,,,,,,,Protocol droid
ef76 nebulon-b escort frigate,Frigate,,Galactic Empire,,,,,,,,,
eg-01,,,Droid Depot,,,,,,,,,Power droid
eg-127,,,Alliance to Restore the Republic,,,,,,,,,Power droid
eg-30,,,Resistance,Masculine programming,,,,,,,,Power droid
eg-57,,,Resistance,,,,,,,,,Power droid
eg-58,,,Resistance,,,,,,,,,Power droid
egl-21,,,,,He/him,,,,,,,Power droid
el-16 blaster rifle,Blaster rifle,,Resistance,,,,,,,,,
el-16hfe blaster rifle,Blaster rifle,,New Republic,,,,,,,,,
electrostaff,Melee weapon,,Confederacy of Independent Systems,,,,,,,,,
elg-3a blaster pistol,Diplomatic,,Royal Naboo Security Forces,,,,,,,,,
elite at-te,Walker,,Alliance to Restore the Republic,,,,,,,,,
elrik vonreg's rk-3 blaster,Blaster pistol,,First Order,,,,,,,,,
emperor's personal shuttle,Shuttle,,Galactic Empire,,,,,,,,,
endee,,,Ferren Barr's disciples,,,,,,"18 BBY, Mon Cala",,,Astromech droid
enduring pride,Listener ship,,Galactic Empire,,,,,,,,,
enhancescan general purpose scanner,Sensor,,Alliance to Restore the Republic,,,,,,,,,
enigma catalyst,Light freighter,,Khel Tanna's crew,,,,,,,,,
eod-mk ii explosives disposal armor,Explosives disposal suit,,Engineers,,,,,,,,,
ep-750x emp missile launcher,Missile launcher,,Galactic Republic,,,,,,,,,
ep-n5 fastener,Panel join,,Galactic Empire,,,,,,,,,
eravana,Bulk freighter,,Han Solo's shipping company,,,,,,,,,
eta-2 actis-class light interceptor,Starfighter,,Jedi Order,,,,,,,,,
eta-class shuttle,Shuttle,,Galactic Republic,,,,,,,,,
eta-class supply barge,Supply ship,,Galactic Empire,,,,,,,,,
ev-6b6,,,Pyke Syndicate,,She/her,,,,"19 ABY,",,,
ev-9d9,,,Hutt Clan,Feminine programming,She/her,,,Tatooine,,,,"Supervisor droid,"
ev-a4-d,,,Confederacy of Independent Systems,Masculine programming,,,,,"21 BBY,",,,Medical droid
ev-series medical droid,,,Confederacy of Independent Systems,,,,,,,,,Medical droid
ev-series supervisor droid,,,Galactic Empire,,,,,,,,,Supervisor droid
evac one,Cruiser,,Galactic Empire,,,,,,,,,
eviscerator,Star Destroyer,,Galactic Empire,,,,,,,,,
exd-9,,,Galactic Empire,Masculine programming,,,,,2 BBY,,,Recon droid
executor,Star Dreadnought,,Galactic Empire,,,,,,,,,
executor-50.x engine,Engine,,Galactic Empire,,,,,,,,,
executor-class star dreadnought,Star Dreadnought-classed,,Galactic Empire,,,,,,,,,
executrix,Star Destroyer,,Galactic Empire,,,,,,,,,
experimental flight computer (tie/ba baron space superiority interceptor),Flight computer,,First Order,,,,,,,,,
eye of sion,Imperial I-class Star Destroyer,,Thrawn's forces,,,,,,,,,
ezra's heavy blaster pistol,Heavy blaster pistol,,Alliance to Restore the Republic,,,,,,,,,
f-11d blaster rifle,Blaster rifle,,First Order,,,,,,,,,
f-143 emergency speeder,Speeder,,Galactic Republic,,,,,,,,,
f-78 blaster rifle,Blaster rifle,,Mimbanese Liberation Army,,,,,,,,,
f-z0 antipersonnel blaster cannon,Blaster cannon,,First Order,,,,,,,,,
fa-4 pilot droid,,,Confederacy of Independent Systems,,,,,,,,,Pilot droid
fang-class protectorate fighter,Starfighter,,Mandalorian Protectors,,,,,,,,,
farmer droid,,,A human tribe,,,,,,,,,Labor droid
fc-20 speeder bike,Speeder bike,,Sith (Bloodfin),,,,,,,,,
felucia medical station hctff2,Space station,,Galactic Republic,,,,,,,,,
field secured container vessel,Tanker tug,,Galactic Empire,,,,,,,,,
finalizer,Star Destroyer,,First Order,,,,,,,,,
firefighter battle droid,,,Trade Federation,Masculine programming,,,,,,,,
firespray-31-class patrol and attack craft,Pursuit vessel,,Confederacy of Independent Systems,,,,,,,,,
firestar ii-class orbital defense platform,Battle station,,Galactic Republic,,,,,,,,,
first light,Yacht,,Crimson Dawn,,,,,,,,,
first order all terrain armored transport,Combat walker,,First Order,,,,,,,,,
first order all terrain scout transport,Walker,,First Order,,,,,,,,,
first order light cruiser,Light cruiser,,First Order,,,,,,,,,
first order sentry droid,,,First Order,,,,,,,,,Sentry droid
first order stormtrooper armor,Military body armor,,First Order,,,,,,,,,
tie/rb heavy starfighter,Starfighter,,Galactic Empire,,,,,,,,,
first order transit data-medallion,Data-medallion,,First Order,,,,,,,,,
flarestar-class attack shuttle,Shuttle,,Ohnaka Gang,,,,,,,,,
flash raktor,,,,,He/him,,,,,,,Protocol droid
flash speeder,Lightweight repulsorlift vehicle,,Royal Naboo Security Forces,,,,,,,,,
flensor,Light cruiser,,Galactic Empire,,,,,,,,,
flex tube proton torpedo launcher,Proton torpedo launcher,,Galactic Republic,,,,,,,,,
flex-5 detonite tape,Detonite charge,,Alliance to Restore the Republic,,,,,,,,,
flexpoly bacta suit,Emergency suit,,Resistance,,,,,,,,,
flitknot speeder bike,Speeder bike,,Confederacy of Independent Systems,,,,,,,,,
fmr-385 cargo speeder,Repulsorcraft,,Galactic Empire,,,,,,,,,
forager,Thorilide collector,,Galactic Empire,,,,,,,,,
force pike,Melee weapon,,Galactic Republic,,,,,,,,,
foremost,Star Destroyer,,Galactic Empire,,,,,,,,,
formidable,Star Destroyer,,Galactic Empire,,,,,,,,,
fortitude (transport),Transport,,Resistance,,,,,,,,,
fortune and glory,Yacht,,Ohnaka Gang,,,,,,,,,
freck's truck,Repulsorcraft,,Galactic Empire,,,,,,,,,
free virgillia-class bunkerbuster,Corvette,,Virgillian Free Alignment,,,,,,,,,
freedom one,Blaster,,Galactic Empire,,,,,,,,,
freedom's dawn,Star Cruiser,,New Republic,,,,,,,,,
freedom's run,Star Cruiser,,Alliance to Restore the Republic,,,,,,,,,
freerunner,Repulsorcraft,,Alliance to Restore the Republic,,,,,,,,,
fulminatrix,Star Dreadnought,,First Order,,,,,,,,,
fusial thrust engine,Engine,,Alliance to Restore the Republic,,,,,,,,,
fwmb-10 repeating blaster,Repeating blaster,,First Order,,,,,,,,,
fwmb-10b repeating blaster,Repeating blaster,,Sith Eternal,,,,,,,,,
fwmb-10k,Heavy blaster,,First Order,,,,,,,,,
fx-7,,,Alliance to Restore the Republic,,,,,,,,,Medical assistant droid
fx-7 medical assistant droid,,,Galactic Republic,,,,,,,,,Medical droid
fx-9 surgical assistant,,,Galactic Empire,,,,,,,,,Medical droid
fx-series medical assistant droid,,,Galactic Empire,,,,,,,,,Medical droid
g-90,,,Assassin's Guild,,He/him,,,,"3 ABY,",,,Assassin droid
g-ln,,,Office of Acquisitions,Masculine programming,He/him,,,,,,,Repair droid
g125 projectile launcher,Projectile launcher,,First Order,,,,,,,,,
g2-1b7,,,Partisans,,,,,,"1 BBY, Jedha",,,Medical droid
g21,,,Confederacy of Independent Systems,Masculine programming,,,,,,,,Battle droid
g30 racing starfighter,Racing starfighter,,Ace Squadron,,,,,,,,,
g4-s8,,,Droid Depot,,,,,,,,,Astromech droid
g7-x gravity well projector,Gravity well projector,,Galactic Empire,,,,,,,,,
g9 rigger-class light freighter,Freighter,,Ziro the Hutt's criminal organization,,,,,,,,,
ga-97,,,Resistance,,,,,,,,,Servant droid
ga-series servant droid,,,Resistance,,,,,,,,,Servant droid
galaar-15 blaster carbine,Blaster carbine,,Death Watch,,,,,,,,,
gambol,Freighter,,Preigo's Traveling World of Wonder,,,,,,,,,
garazeb orrelios' ab-75 bo-rifle,Blaster rifle,,Lasan High Honor Guard,,,,,,,,,
gaze electric,Star Cruiser,,Path of the Open Hand,,,,,,,,,
gemon-15 sublight ion drive,Sublight ion drive,,Alliance to Restore the Republic,,,,,,,,,
gemon-4 ion engine,Ion engine,,Galactic Empire,,,,,,,,,
general grievous' tsmeu-6 wheel bike,Personal wheel bike,,Confederacy of Independent Systems,,,,,,,,,
geonosian sonic blaster,Sonic blaster,,Confederacy of Independent Systems,,,,,,,,,
gh-7 series medical assistance droid,,,Polis Massa Base,,,,,,,,,Medical droid
ghost,Light freighter,,Phoenix Cell,,,,,,,,,
gi/9 antipersonnel laser cannon,Laser cannon,,Jabba's criminal empire,,,,,,,,,
gian heavy patrol speeder,Heavy patrol speeder,,Royal House of Naboo,,,,,,,,,
gideon's light cruiser,Arquitens-class command cruiser,,Gideon's Imperial remnant,,,,,,,,,
gideon's outland tie fighter,Starfighter,,Gideon's Imperial remnant,,,,,,,,,
ginivex-class fanblade starfighter,Starfighter,,Confederacy of Independent Systems,,,,,,,,,
gladiator-class star destroyer,Escort frigate-classed Star Destroyer,,Galactic Empire,,,,,,,,,
glie-44 blaster pistol,Blaster pistol,,Resistance,,,,,,,,,
gnk-series power droid,,,Galactic Republic,,,,,,,,,Power droid
go-4 laser cannon,Laser cannon,,Resistance,,,,,,,,,
golan i space defense platform,Space station,,Galactic Republic,,,,,,,,,
golan iii defense platform,Space station,,Galactic Empire,,,,,,,,,
golan m3185 space station,Space station,,Galactic Empire,,,,,,,,,
golan-ii defense platform,Space station,,Galactic Empire,,,,,,,,,
gold one,Assault starfighter/bomber,,Alliance to Restore the Republic,,,,,,,,,
gonky (clone force 99),,,Galactic Republic,Masculine programming,,,,,,,,Power droid
gonky (uprising),,,Alliance to Restore the Republic,Feminine programming,,,,,,,,Power droid
gozanti-class assault carrier,Transport,,Galactic Empire,,,,,,,,,
gozanti-class cruiser,Light cruiser,,Black Sun,,,,,,,,,
gr-75 a,Transport,,New Republic,,,,,,,,,
gr-75 b,Transport,,New Republic,,,,,,,,,
gr-75 c,Transport,,New Republic,,,,,,,,,
gr-75 medium transport,Medium transport,,Batonn insurgents,,,,,,,,,
gr-series,Freighter,,Batonn insurgents,,,,,,,,,
green ace,Racing starfighter,,Ace Squadron,,,,,,,,,
grey and styles' gozanti-class cruiser,Cruiser,,Galactic Empire,,,,,,,,,
grievous's providence-class dreadnought (campaign against the shadow collective),Dreadnought,,Confederacy of Independent Systems,,,,,,,,,
grim reaper,Gunship,,Galactic Republic,,,,,,,,,
grysk starfighter,Starfighter,,Jixtus's fleet,,,,,,,,,
gu-series guardian police droid,,,Galactic Republic,Masculine programming,,,,Coruscant,,,,
gungan battle wagon,Wheeled land-based vehicle,,Gungan Grand Army,,,,,,,,,
gungan personal energy shield,Personal energy shield,,Gungan Grand Army,,,,,,,,,
gx1 short hauler,Shuttle,,Galactic Republic,,,,,,,,,
h-60 tempest bomber,Starfighter,,Galactic Republic (Rejected),,,,,,,,,
h-eight,Starship weaponry,,Galactic Empire,,,,,,,,,
h-s9.3 twin laser cannon,Laser cannon,,Galactic Empire,,,,,,,,,
h-type nubian yacht,Yacht,,Royal House of Naboo,,,,,,,,,
halberd-441,Swoop bike,,Cloud-Riders,,,,,,,,,
halcyon,Purrgil-class Star Cruiser,,Chandrila Star Line,,,,,,,,,
halo,Gunship,,Norra Wexley's team,,,,,,,,,
han's heavy blaster pistol,Heavy blaster pistol,,Crimson Dawn,,,,,,,,,
harbor-class mobile space dock,Drydock,,Galactic Empire,,,,,,,,,
hardcell-class interstellar transport,Transport,,Techno Union,,,,,,,,,
haven-class medical station,Space station,,Galactic Republic,,,,,,,,,
havr a9 floating fortress,Armored transport,,Galactic Empire,,,,,,,,,
havw a6 juggernaut,Tank,,Galactic Republic,,,,,,,,,
haxxon trajanix,,,,,He/him,,,,,,,Battle droid
hb-9 blaster rifle,Blaster rifle,,Utapau,,,,,,,,,
hct-2001 dragonboat-class reugeot 905 freighter,Bulk freighter,,Garnac's hunting guild,,,,,,,,,
hcvw a9 turbo tank,Tank,,Galactic Empire,,,,,,,,,
hcvw a9.2 juggernaut transport,Ground assault vehicle,,Galactic Empire,,,,,,,,,
helios-3d,,,Ziro the Hutt's criminal organization,Masculine programming,He/him,,,,,,,Assassin droid
helios-3e,,,Cad Bane's group,Masculine programming,,,,,,,,Assassin droid
hellhound two,Combat walker,,Galactic Empire,,,,,,,,,
hellion's dare,Frigate,,New Republic,,,,,,,,,
hera's a-wing,Starfighter,,Phoenix Cell,,,,,,,,,
hera's blaster,Hold-out blaster,,Spectres,,,,,,,,,
herald,Star Destroyer,,Galactic Empire,,,,,,,,,
hevurion grace,Luxury yacht,,New Republic,,,,,,,,,
hfy-3920 shuttle ferry,Repulsorcraft,,Ferrix Entry Ferry Service,,,,,,,,,
hh-87 starhopper,Starfighter,,Hutt Clan,,,,,,,,,
high-altitude entry transport-221,Dropship,,Galactic Republic,,,,,,,,,
hk-87 assassin droid,,,Galactic Empire,,,,,,,,,Assassin droid
hm-5 concussion missile launcher,Concussion missile launcher,,Alliance to Restore the Republic,,,,,,,,,
hm-6 concussion missile launcher,Concussion missile launcher,,Alliance to Restore the Republic,,,,,,,,,
hmp droid gunship,Droid lander,,Confederacy of Independent Systems,,,,,,,,,
holdo's blaster,Blaster pistol,,Resistance,,,,,,,,,
home one,Star Cruiser,,Alliance to Restore the Republic,,,,,,,,,
hs-19 cargo loading transport skimmer,Cargo loading skimmer,,Civilian,,,,,,,,,
hush-98 comlink,Handheld comlink,,Galactic Republic,,,,,,,,,
hwk-290 light freighter,HWK-290,,Alliance to Restore the Republic,,,,,,,,,
hyperspace security net,Security system,,Galactic Empire,,,,,,,,,
i come in peace,Gunship,,Galactic Republic,,,,,,,,,
i-c4a combat construction droid,,,Galactic Empire,,,,,,,,,Construction droid
ib-94 blaster,Blaster pistol,,Mandalorians,,,,,,,,,
icm-092792,Space station,,Galactic Empire,,,,,,,,,
id9 seeker droid,,,Galactic Empire,,,,,,,,,Seeker
idel's star destroyer,Star Destroyer,,Galactic Empire,,,,,,,,,
iden versio's t-65b x-wing starfighter,Starfighter,,New Republic,,,,,,,,,
tie/ln space superiority starfighter,Starfighter,,Galactic Empire,,,,,,,,,
ie-440 nighthawk multi-role starfighter,Starfighter,,Galactic Republic,,,,,,,,,
ig lancer droid,,,InterGalactic Banking Clan,,,,,,,,,Battle droid
ig-100 magnaguard,,,Confederacy of Independent Systems,Masculine programming,,,,,,,,Battle droid
ig-101,,,Confederacy of Independent Systems,,,,,,"19 BBY,",,,Battle droid
ig-102,,,Confederacy of Independent Systems,,,,,,"19 BBY,",,,Battle droid
ig-11,,,Bounty Hunters' Guild,,He/him,,,,"9 ABY,",,,Assassin droid
ig-12,Mech,,Mandalorians,,,,,,,,,
ig-227 hailfire-class droid tank,,,InterGalactic Banking Clan,,,,,,,,,Droid tank
ig-70,,,Twin Horns Storage,Masculine programming,,,,,"C. 18 BBY, Lothal",,,Assassin droid
ig-86 sentinel droid,,,InterGalactic Banking Clan,,,,,,,,,Assassin droid
ig-88b,,,Bounty Hunters' Guild,,He/him,,,,"c. 2 BBY,",,,Assassin droid
ig-90,,,,Masculine programming,,,,,,,,Assassin droid
ig-rm bodyguard and enforcer droid,,,Broken Horn Syndicate,,,,,,,,,Security droid
ig-series,,,Holowan LaboratoriesInterGalactic Banking Clan,,,,,,,,,Assassin droid
igv-55 surveillance vessel,Jamming ship,,Galactic Empire,,,,,,,,,
im-6 battlefield medical droid,,,Galactic Republic,,,,,,,,,Medical droid
imagecaster,Personal holoprojector,,Jedi Order,,,,,,,,,
immobilizer 418 cruiser,Cruiser,,Galactic Empire,,,,,,,,,
